,ID,D,E_Brent,Water_Injected_opex,Opt_ActivacionBasica_a_ab,Opt_Activacion_e1,Opt_Activacion_e2,Opt_Activacion_e3,Opt_Activacion_e4,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,Volumenes
188,188,1,60,0.06,0,0,1,0,1,0,-35124.5492,0,14580.9198,14580.9198,0.09715939251408275,1017351.0014,209877.2954,1382263.935,59.774566352
189,189,1,20,0.155,0,0,1,0,1,0,-44050.0643,0,-133447.5931,-133447.5931,0.0,1017351.0014,209877.2954,1497073.8582,59.774566352
190,190,1,25,0.155,0,0,1,0,1,0,-44050.0643,0,-199224.0885,-199224.0885,0.0,1017351.0014,209877.2954,1497073.8582,59.774566352
191,191,1,30,0.155,0,0,1,0,1,0,-44050.0643,0,-169009.642,-169009.642,0.0,1017351.0014,209877.2954,1497073.8582,59.774566352
192,192,1,35,0.155,0,0,1,0,1,0,-44050.0643,0,-139527.6399,-139527.6399,0.0,1017351.0014,209877.2954,1497073.8582,59.774566352
193,193,1,40,0.155,0,0,1,0,1,0,-44050.0643,0,-109196.8461,-109196.8461,0.0,1017351.0014,209877.2954,1497073.8582,59.774566352
194,194,1,45,0.155,0,0,1,0,1,0,-44050.0643,0,-78934.7089,-78934.7089,0.0,1017351.0014,209877.2954,1497073.8582,59.774566352
195,195,1,50,0.155,0,0,1,0,1,0,-44050.0643,0,-48719.7343,-48719.7343,0.0,1017351.0014,209877.2954,1497073.8582,59.774566352
196,196,1,55,0.155,0,0,1,0,1,0,-44050.0643,0,-20019.2313,-20019.2313,0.0,1017351.0014,209877.2954,1497073.8582,59.774566352
197,197,1,60,0.155,0,0,1,0,1,0,-44050.0643,0,6526.9287,6526.9287,0.05625584405998949,1017351.0014,209877.2954,1497073.8582,59.774566352
198,198,1,20,0.25,0,0,1,0,1,0,-53125.1375,0,-135992.8919,-135992.8919,0.0,1017351.0014,209877.2954,1611883.7813,59.774566352
199,199,1,25,0.25,0,0,1,0,1,0,-53125.1375,0,-206467.7388,-206467.7388,0.0,1017351.0014,209877.2954,1611883.7813,59.774566352
200,200,1,30,0.25,0,0,1,0,1,0,-53125.1375,0,-177507.9991,-177507.9991,0.0,1017351.0014,209877.2954,1611883.7813,59.774566352
201,201,1,35,0.25,0,0,1,0,1,0,-53125.1375,0,-147845.5568,-147845.5568,0.0,1017351.0014,209877.2954,1611883.7813,59.774566352
202,202,1,40,0.25,0,0,1,0,1,0,-53125.1375,0,-118065.447,-118065.447,0.0,1017351.0014,209877.2954,1611883.7813,59.774566352
203,203,1,45,0.25,0,0,1,0,1,0,-53125.1375,0,-87916.2961,-87916.2961,0.0,1017351.0014,209877.2954,1611883.7813,59.774566352
204,204,1,50,0.25,0,0,1,0,1,0,-53125.1375,0,-57553.0003,-57553.0003,0.0,1017351.0014,209877.2954,1611883.7813,59.774566352
205,205,1,55,0.25,0,0,1,0,1,0,-53125.1375,0,-27984.5052,-27984.5052,0.0,1017351.0014,209877.2954,1611883.7813,59.774566352
206,206,1,60,0.25,0,0,1,0,1,0,-53125.1375,0,-1410.4958,-1410.4958,0.014888717883377962,1017351.0014,209877.2954,1611883.7813,59.774566352
207,207,1,20,0.43,0,0,1,0,1,0,-69712.236,0,-140815.5634,-140815.5634,0.0,1017351.0014,209877.2954,1829418.3725,59.774566352
208,208,1,25,0.43,0,0,1,0,1,0,-69712.236,0,-154997.6649,-154997.6649,0.0,1017351.0014,209877.2954,1829418.3725,59.774566352
209,209,1,30,0.43,0,0,1,0,1,0,-69712.236,0,-192819.9987,-192819.9987,0.0,1017351.0014,209877.2954,1829418.3725,59.774566352
210,210,1,35,0.43,0,0,1,0,1,0,-69712.236,0,-163275.9208,-163275.9208,0.0,1017351.0014,209877.2954,1829418.3725,59.774566352
211,211,1,40,0.43,0,0,1,0,1,0,-69712.236,0,-134008.584,-134008.584,0.0,1017351.0014,209877.2954,1829418.3725,59.774566352
212,212,1,45,0.43,0,0,1,0,1,0,-69712.236,0,-104205.052,-104205.052,0.0,1017351.0014,209877.2954,1829418.3725,59.774566352
213,213,1,50,0.43,0,0,1,0,1,0,-69712.236,0,-74095.7258,-74095.7258,0.0,1017351.0014,209877.2954,1829418.3725,59.774566352
214,214,1,55,0.43,0,0,1,0,1,0,-69712.236,0,-43809.0187,-43809.0187,0.0,1017351.0014,209877.2954,1829418.3725,59.774566352
215,215,1,60,0.43,0,0,1,0,1,0,-69712.236,0,-16313.2071,-16313.2071,0.0,1017351.0014,209877.2954,1829418.3725,59.774566352
216,216,1,20,0.06,0,0,1,1,0,0,-8420.5405,0,-334552.2209,-334552.2209,0.0,1378682.9548,209877.2954,1925744.8634,92.59577252800005
217,217,1,25,0.06,0,0,1,1,0,0,-8420.5405,0,-283459.5436,-283459.5436,0.0,1378682.9548,209877.2954,1925744.8634,92.59577252800005
218,218,1,30,0.06,0,0,1,1,0,0,-8420.5405,0,-231307.1713,-231307.1713,0.0,1378682.9548,209877.2954,1925744.8634,92.59577252800005
219,219,1,35,0.06,0,0,1,1,0,0,-8420.5405,0,-177973.1312,-177973.1312,0.0,1378682.9548,209877.2954,1925744.8634,92.59577252800005
220,220,1,40,0.06,0,0,1,1,0,0,-8420.5405,0,-124110.2584,-124110.2584,0.0,1378682.9548,209877.2954,1925744.8634,92.59577252800005
221,221,1,45,0.06,0,0,1,1,0,0,-8420.5405,0,-70346.5859,-70346.5859,0.0,1378682.9548,209877.2954,1925744.8634,92.59577252800005
222,222,1,50,0.06,0,0,1,1,0,0,-8420.5405,0,-16337.9586,-16337.9586,0.0,1378682.9548,209877.2954,1925744.8634,92.59577252800005
223,223,1,55,0.06,0,0,1,1,0,0,-8420.5405,0,35672.5435,35672.5435,0.10581577960546248,1378682.9548,209877.2954,1925744.8634,92.59577252800005
224,224,1,60,0.06,0,0,1,1,0,0,-8420.5405,0,76858.3182,76858.3182,0.2569855651081085,1378682.9548,209877.2954,1925744.8634,92.59577252800005
225,225,1,20,0.155,0,0,1,1,0,0,-22688.0306,0,-345396.9902,-345396.9902,0.0,1378682.9548,209877.2954,2093010.0066,92.59577252800005
226,226,1,25,0.155,0,0,1,1,0,0,-22688.0306,0,-295470.67,-295470.67,0.0,1378682.9548,209877.2954,2093010.0066,92.59577252800005
227,227,1,30,0.155,0,0,1,1,0,0,-22688.0306,0,-244131.7932,-244131.7932,0.0,1378682.9548,209877.2954,2093010.0066,92.59577252800005
228,228,1,35,0.155,0,0,1,1,0,0,-22688.0306,0,-191359.7668,-191359.7668,0.0,1378682.9548,209877.2954,2093010.0066,92.59577252800005
229,229,1,40,0.155,0,0,1,1,0,0,-22688.0306,0,-138358.5411,-138358.5411,0.0,1378682.9548,209877.2954,2093010.0066,92.59577252800005
230,230,1,45,0.155,0,0,1,1,0,0,-22688.0306,0,-84802.3759,-84802.3759,0.0,1378682.9548,209877.2954,2093010.0066,92.59577252800005
231,231,1,50,0.155,0,0,1,1,0,0,-22688.0306,0,-30924.6616,-30924.6616,0.0,1378682.9548,209877.2954,2093010.0066,92.59577252800005
232,232,1,55,0.155,0,0,1,1,0,0,-22688.0306,0,23141.8962,23141.8962,0.06477570010365485,1378682.9548,209877.2954,2093010.0066,92.59577252800005
233,233,1,60,0.155,0,0,1,1,0,0,-22688.0306,0,66290.8512,66290.8512,0.21638124093525213,1378682.9548,209877.2954,2093010.0066,92.59577252800005
234,234,1,20,0.25,0,0,1,1,0,0,-37178.0208,0,-355866.5909,-355866.5909,0.0,1378682.9548,209877.2954,2260275.1499,92.59577252800005
235,235,1,25,0.25,0,0,1,1,0,0,-37178.0208,0,-307083.27,-307083.27,0.0,1378682.9548,209877.2954,2260275.1499,92.59577252800005
236,236,1,30,0.25,0,0,1,1,0,0,-37178.0208,0,-256640.9039,-256640.9039,0.0,1378682.9548,209877.2954,2260275.1499,92.59577252800005
237,237,1,35,0.25,0,0,1,1,0,0,-37178.0208,0,-205190.3443,-205190.3443,0.0,1378682.9548,209877.2954,2260275.1499,92.59577252800005
238,238,1,40,0.25,0,0,1,1,0,0,-37178.0208,0,-151919.1008,-151919.1008,0.0,1378682.9548,209877.2954,2260275.1499,92.59577252800005
239,239,1,45,0.25,0,0,1,1,0,0,-37178.0208,0,-98672.9883,-98672.9883,0.0,1378682.9548,209877.2954,2260275.1499,92.59577252800005
240,240,1,50,0.25,0,0,1,1,0,0,-37178.0208,0,-45022.6848,-45022.6848,0.0,1378682.9548,209877.2954,2260275.1499,92.59577252800005
241,241,1,55,0.25,0,0,1,1,0,0,-37178.0208,0,8871.7945,8871.7945,0.024832740527686442,1378682.9548,209877.2954,2260275.1499,92.59577252800005
242,242,1,60,0.25,0,0,1,1,0,0,-37178.0208,0,56483.7878,56483.7878,0.17528242851368195,1378682.9548,209877.2954,2260275.1499,92.59577252800005
243,243,1,20,0.43,0,0,1,1,0,0,-63582.9851,0,-372674.8667,-372674.8667,0.0,1378682.9548,209877.2954,2577198.5792,92.59577252800005
244,244,1,25,0.43,0,0,1,1,0,0,-63582.9851,0,-328235.1118,-328235.1118,0.0,1378682.9548,209877.2954,2577198.5792,92.59577252800005
245,245,1,30,0.43,0,0,1,1,0,0,-63582.9851,0,-279559.1889,-279559.1889,0.0,1378682.9548,209877.2954,2577198.5792,92.59577252800005
246,246,1,35,0.43,0,0,1,1,0,0,-63582.9851,0,-229457.2847,-229457.2847,0.0,1378682.9548,209877.2954,2577198.5792,92.59577252800005
247,247,1,40,0.43,0,0,1,1,0,0,-63582.9851,0,-177793.1269,-177793.1269,0.0,1378682.9548,209877.2954,2577198.5792,92.59577252800005
248,248,1,45,0.43,0,0,1,1,0,0,-63582.9851,0,-124505.803,-124505.803,0.0,1378682.9548,209877.2954,2577198.5792,92.59577252800005
249,249,1,50,0.43,0,0,1,1,0,0,-63582.9851,0,-71357.1028,-71357.1028,0.0,1378682.9548,209877.2954,2577198.5792,92.59577252800005
250,250,1,55,0.43,0,0,1,1,0,0,-63582.9851,0,-18244.4306,-18244.4306,0.0,1378682.9548,209877.2954,2577198.5792,92.59577252800005
251,251,1,60,0.43,0,0,1,1,0,0,-63582.9851,0,35587.3889,35587.3889,0.09963876851061826,1378682.9548,209877.2954,2577198.5792,92.59577252800005
252,252,1,20,0.06,0,0,1,1,1,0,-64362.037,0,-447719.9879,-447719.9879,0.0,2025287.2682,209877.2954,2621826.6219,125.49339244800007
253,253,1,25,0.06,0,0,1,1,1,0,-64362.037,0,-386393.1314,-386393.1314,0.0,2025287.2682,209877.2954,2621826.6219,125.49339244800007
254,254,1,30,0.06,0,0,1,1,1,0,-64362.037,0,-324287.2047,-324287.2047,0.0,2025287.2682,209877.2954,2621826.6219,125.49339244800007
255,255,1,35,0.06,0,0,1,1,1,0,-64362.037,0,-260693.1861,-260693.1861,0.0,2025287.2682,209877.2954,2621826.6219,125.49339244800007
256,256,1,40,0.06,0,0,1,1,1,0,-64362.037,0,-196504.602,-196504.602,0.0,2025287.2682,209877.2954,2621826.6219,125.49339244800007
257,257,1,45,0.06,0,0,1,1,1,0,-64362.037,0,-132476.7177,-132476.7177,0.0,2025287.2682,209877.2954,2621826.6219,125.49339244800007
258,258,1,50,0.06,0,0,1,1,1,0,-64362.037,0,-72692.4295,-72692.4295,0.0,2025287.2682,209877.2954,2621826.6219,125.49339244800007
259,259,1,55,0.06,0,0,1,1,1,0,-64362.037,0,-17537.3944,-17537.3944,0.0,2025287.2682,209877.2954,2621826.6219,125.49339244800007
260,260,1,60,0.06,0,0,1,1,1,0,-64362.037,0,36414.7357,36414.7357,0.131623186546442,2025287.2682,209877.2954,2621826.6219,125.49339244800007
261,261,1,20,0.155,0,0,1,1,1,0,-79817.0615,0,-462843.0935,-462843.0935,0.0,2025287.2682,209877.2954,2845310.7632,125.49339244800007
262,262,1,25,0.155,0,0,1,1,1,0,-79817.0615,0,-402695.4537,-402695.4537,0.0,2025287.2682,209877.2954,2845310.7632,125.49339244800007
263,263,1,30,0.155,0,0,1,1,1,0,-79817.0615,0,-340318.8219,-340318.8219,0.0,2025287.2682,209877.2954,2845310.7632,125.49339244800007
264,264,1,35,0.155,0,0,1,1,1,0,-79817.0615,0,-277358.2106,-277358.2106,0.0,2025287.2682,209877.2954,2845310.7632,125.49339244800007
265,265,1,40,0.155,0,0,1,1,1,0,-79817.0615,0,-214182.2169,-214182.2169,0.0,2025287.2682,209877.2954,2845310.7632,125.49339244800007
266,266,1,45,0.155,0,0,1,1,1,0,-79817.0615,0,-150376.8843,-150376.8843,0.0,2025287.2682,209877.2954,2845310.7632,125.49339244800007
267,267,1,50,0.155,0,0,1,1,1,0,-79817.0615,0,-88055.6812,-88055.6812,0.0,2025287.2682,209877.2954,2845310.7632,125.49339244800007
268,268,1,55,0.155,0,0,1,1,1,0,-79817.0615,0,-32307.0956,-32307.0956,0.0,2025287.2682,209877.2954,2845310.7632,125.49339244800007
269,269,1,60,0.155,0,0,1,1,1,0,-79817.0615,0,21579.5916,21579.5916,0.09271851081101282,2025287.2682,209877.2954,2845310.7632,125.49339244800007
270,270,1,20,0.25,0,0,1,1,1,0,-95260.4712,0,-467319.9613,-467319.9613,0.0,2025287.2682,209877.2954,3068794.9044,125.49339244800007
271,271,1,25,0.25,0,0,1,1,1,0,-95260.4712,0,-417092.6414,-417092.6414,0.0,2025287.2682,209877.2954,3068794.9044,125.49339244800007
272,272,1,30,0.25,0,0,1,1,1,0,-95260.4712,0,-356008.4528,-356008.4528,0.0,2025287.2682,209877.2954,3068794.9044,125.49339244800007
273,273,1,35,0.25,0,0,1,1,1,0,-95260.4712,0,-294653.7117,-294653.7117,0.0,2025287.2682,209877.2954,3068794.9044,125.49339244800007
274,274,1,40,0.25,0,0,1,1,1,0,-95260.4712,0,-231044.271,-231044.271,0.0,2025287.2682,209877.2954,3068794.9044,125.49339244800007
275,275,1,45,0.25,0,0,1,1,1,0,-95260.4712,0,-167577.7284,-167577.7284,0.0,2025287.2682,209877.2954,3068794.9044,125.49339244800007
276,276,1,50,0.25,0,0,1,1,1,0,-95260.4712,0,-103777.6742,-103777.6742,0.0,2025287.2682,209877.2954,3068794.9044,125.49339244800007
277,277,1,55,0.25,0,0,1,1,1,0,-95260.4712,0,-47655.7894,-47655.7894,0.0,2025287.2682,209877.2954,3068794.9044,125.49339244800007
278,278,1,60,0.25,0,0,1,1,1,0,-95260.4712,0,6951.0047,6951.0047,0.05331749374060715,2025287.2682,209877.2954,3068794.9044,125.49339244800007
279,279,1,20,0.43,0,0,1,1,1,0,-127067.6512,0,-428056.302,-428056.302,0.0,2025287.2682,209877.2954,3492238.5405,125.49339244800007
280,280,1,25,0.43,0,0,1,1,1,0,-127067.6512,0,-444986.8979,-444986.8979,0.0,2025287.2682,209877.2954,3492238.5405,125.49339244800007
281,281,1,30,0.43,0,0,1,1,1,0,-127067.6512,0,-386014.1074,-386014.1074,0.0,2025287.2682,209877.2954,3492238.5405,125.49339244800007
282,282,1,35,0.43,0,0,1,1,1,0,-127067.6512,0,-325110.5962,-325110.5962,0.0,2025287.2682,209877.2954,3492238.5405,125.49339244800007
283,283,1,40,0.43,0,0,1,1,1,0,-127067.6512,0,-262432.6715,-262432.6715,0.0,2025287.2682,209877.2954,3492238.5405,125.49339244800007
284,284,1,45,0.43,0,0,1,1,1,0,-127067.6512,0,-199707.2135,-199707.2135,0.0,2025287.2682,209877.2954,3492238.5405,125.49339244800007
285,285,1,50,0.43,0,0,1,1,1,0,-127067.6512,0,-136318.8014,-136318.8014,0.0,2025287.2682,209877.2954,3492238.5405,125.49339244800007
286,286,1,55,0.43,0,0,1,1,1,0,-127067.6512,0,-76311.2856,-76311.2856,0.0,2025287.2682,209877.2954,3492238.5405,125.49339244800007
287,287,1,60,0.43,0,0,1,1,1,0,-127067.6512,0,-21120.4399,-21120.4399,0.0,2025287.2682,209877.2954,3492238.5405,125.49339244800007
288,288,1,20,0.06,0,1,0,0,0,0,237074.437,0,201.903,201.903,0.0020750140214699383,249732.2868,209877.2954,633610.7035,63.26044042978151
289,289,1,25,0.06,0,1,0,0,0,0,237074.437,0,48945.8273,48945.8273,0.5030300235030889,249732.2868,209877.2954,633610.7035,63.26044042978151
290,290,1,30,0.06,0,1,0,0,0,0,237074.437,0,93260.3653,93260.3653,1.0041834114941643,249732.2868,209877.2954,633610.7035,63.26044042978151
291,291,1,35,0.06,0,1,0,0,0,0,237074.437,0,129346.172,129346.172,1.5051438977641334,249732.2868,209877.2954,633610.7035,63.26044042978151
292,292,1,40,0.06,0,1,0,0,0,0,237074.437,0,164415.1414,164415.1414,2.0061043840341006,249732.2868,209877.2954,633610.7035,63.26044042978151
293,293,1,45,0.06,0,1,0,0,0,0,237074.437,0,199186.197,199186.197,2.507064870304069,249732.2868,209877.2954,633610.7035,63.26044042978151
294,294,1,50,0.06,0,1,0,0,0,0,237074.437,0,233740.5281,233740.5281,3.008025356574041,249732.2868,209877.2954,633610.7035,63.26044042978151
295,295,1,55,0.06,0,1,0,0,0,0,237074.437,0,268188.3418,268188.3418,3.508985842844008,249732.2868,209877.2954,633610.7035,63.26044042978151
296,296,1,60,0.06,0,1,0,0,0,0,237074.437,0,302636.1556,302636.1556,4.009946329113975,249732.2868,209877.2954,633610.7035,63.26044042978151
297,297,1,20,0.155,0,1,0,0,0,0,227389.1111,0,-13086.0809,-13086.0809,0.0,249732.2868,209877.2954,754666.1973,63.26044042978151
298,298,1,25,0.155,0,1,0,0,0,0,227389.1111,0,35272.0839,35272.0839,0.3625011196808371,249732.2868,209877.2954,754666.1973,63.26044042978151
299,299,1,30,0.155,0,1,0,0,0,0,227389.1111,0,82680.7003,82680.7003,0.8634641514708778,249732.2868,209877.2954,754666.1973,63.26044042978151
300,300,1,35,0.155,0,1,0,0,0,0,227389.1111,0,119323.3893,119323.3893,1.3646005831631725,249732.2868,209877.2954,754666.1973,63.26044042978151
301,301,1,40,0.155,0,1,0,0,0,0,227389.1111,0,154626.0689,154626.0689,1.8655610694331413,249732.2868,209877.2954,754666.1973,63.26044042978151
302,302,1,45,0.155,0,1,0,0,0,0,227389.1111,0,189424.0856,189424.0856,2.366521555703109,249732.2868,209877.2954,754666.1973,63.26044042978151
303,303,1,50,0.155,0,1,0,0,0,0,227389.1111,0,224055.2021,224055.2021,2.867482041973077,249732.2868,209877.2954,754666.1973,63.26044042978151
304,304,1,55,0.155,0,1,0,0,0,0,227389.1111,0,258503.0159,258503.0159,3.368442528243046,249732.2868,209877.2954,754666.1973,63.26044042978151
305,305,1,60,0.155,0,1,0,0,0,0,227389.1111,0,292950.8296,292950.8296,3.869403014513014,249732.2868,209877.2954,754666.1973,63.26044042978151
306,306,1,20,0.25,0,1,0,0,0,0,217703.7851,0,-25792.5519,-25792.5519,0.0,249732.2868,209877.2954,875721.691,63.26044042978151
307,307,1,25,0.25,0,1,0,0,0,0,217703.7851,0,21884.3011,21884.3011,0.224911113040398,249732.2868,209877.2954,875721.691,63.26044042978151
308,308,1,30,0.25,0,1,0,0,0,0,217703.7851,0,70356.7728,70356.7728,0.7230763268586314,249732.2868,209877.2954,875721.691,63.26044042978151
309,309,1,35,0.25,0,1,0,0,0,0,217703.7851,0,109375.1912,109375.1912,1.2238982794386681,249732.2868,209877.2954,875721.691,63.26044042978151
310,310,1,40,0.25,0,1,0,0,0,0,217703.7851,0,144728.7125,144728.7125,1.7250177548321803,249732.2868,209877.2954,875721.691,63.26044042978151
311,311,1,45,0.25,0,1,0,0,0,0,217703.7851,0,179638.7004,179638.7004,2.225978241102149,249732.2868,209877.2954,875721.691,63.26044042978151
312,312,1,50,0.25,0,1,0,0,0,0,217703.7851,0,214369.8762,214369.8762,2.7269387273721177,249732.2868,209877.2954,875721.691,63.26044042978151
313,313,1,55,0.25,0,1,0,0,0,0,217703.7851,0,248817.6899,248817.6899,3.227899213642085,249732.2868,209877.2954,875721.691,63.26044042978151
314,314,1,60,0.25,0,1,0,0,0,0,217703.7851,0,283265.5037,283265.5037,3.7288596999120545,249732.2868,209877.2954,875721.691,63.26044042978151
315,315,1,20,0.43,0,1,0,0,0,0,199200.2018,0,-47528.1818,-47528.1818,0.0,249732.2868,209877.2954,1105089.9949,63.26044042978151
316,316,1,25,0.43,0,1,0,0,0,0,199200.2018,0,-2211.5782,-2211.5782,0.0,249732.2868,209877.2954,1105089.9949,63.26044042978151
317,317,1,30,0.43,0,1,0,0,0,0,199200.2018,0,45208.384,45208.384,0.46461926745043935,249732.2868,209877.2954,1105089.9949,63.26044042978151
318,318,1,35,0.43,0,1,0,0,0,0,199200.2018,0,91996.6487,91996.6487,0.9600265061368838,249732.2868,209877.2954,1105089.9949,63.26044042978151
319,319,1,40,0.43,0,1,0,0,0,0,199200.2018,0,127555.386,127555.386,1.4585520244405425,249732.2868,209877.2954,1105089.9949,63.26044042978151
320,320,1,45,0.43,0,1,0,0,0,0,199200.2018,0,161262.4686,161262.4686,1.959518511152152,249732.2868,209877.2954,1105089.9949,63.26044042978151
321,321,1,50,0.43,0,1,0,0,0,0,199200.2018,0,195846.3889,195846.3889,2.4606461312860857,249732.2868,209877.2954,1105089.9949,63.26044042978151
322,322,1,55,0.43,0,1,0,0,0,0,199200.2018,0,230452.181,230452.181,2.961606617556054,249732.2868,209877.2954,1105089.9949,63.26044042978151
323,323,1,60,0.43,0,1,0,0,0,0,199200.2018,0,264914.3598,264914.3598,3.4625671038260246,249732.2868,209877.2954,1105089.9949,63.26044042978151
324,324,1,20,0.06,0,1,0,0,1,0,190259.0256,0,-111989.9494,-111989.9494,0.0,896336.6002,209877.2954,1329692.462,96.15806034978152
325,325,1,25,0.06,0,1,0,0,1,0,190259.0256,0,-53288.0313,-53288.0313,0.0,896336.6002,209877.2954,1329692.462,96.15806034978152
326,326,1,30,0.06,0,1,0,0,1,0,190259.0256,0,-1596.848,-1596.848,0.027981519268929958,896336.6002,209877.2954,1329692.462,96.15806034978152
327,327,1,35,0.06,0,1,0,0,1,0,190259.0256,0,46739.5373,46739.5373,0.3233126613597697,896336.6002,209877.2954,1329692.462,96.15806034978152
328,328,1,40,0.06,0,1,0,0,1,0,190259.0256,0,94607.9536,94607.9536,0.6196037193365371,896336.6002,209877.2954,1329692.462,96.15806034978152
329,329,1,45,0.06,0,1,0,0,1,0,190259.0256,0,142398.2815,142398.2815,0.9145655390239893,896336.6002,209877.2954,1329692.462,96.15806034978152
330,330,1,50,0.06,0,1,0,0,1,0,190259.0256,0,185737.6076,185737.6076,1.209527358711441,896336.6002,209877.2954,1329692.462,96.15806034978152
331,331,1,55,0.06,0,1,0,0,1,0,190259.0256,0,227949.3589,227949.3589,1.5044891783988932,896336.6002,209877.2954,1329692.462,96.15806034978152
332,332,1,60,0.06,0,1,0,0,1,0,190259.0256,0,269817.6532,269817.6532,1.7994509980863445,896336.6002,209877.2954,1329692.462,96.15806034978152
333,333,1,20,0.155,0,1,0,0,1,0,177711.8776,0,-127952.3242,-127952.3242,0.0,896336.6002,209877.2954,1506966.9538,96.15806034978152
334,334,1,25,0.155,0,1,0,0,1,0,177711.8776,0,-69818.1941,-69818.1941,0.0,896336.6002,209877.2954,1506966.9538,96.15806034978152
335,335,1,30,0.155,0,1,0,0,1,0,177711.8776,0,-15409.8183,-15409.8183,0.0,896336.6002,209877.2954,1506966.9538,96.15806034978152
336,336,1,35,0.155,0,1,0,0,1,0,177711.8776,0,32655.0348,32655.0348,0.23871823859055954,896336.6002,209877.2954,1506966.9538,96.15806034978152
337,337,1,40,0.155,0,1,0,0,1,0,177711.8776,0,80525.4671,80525.4671,0.5341999024409183,896336.6002,209877.2954,1506966.9538,96.15806034978152
338,338,1,45,0.155,0,1,0,0,1,0,177711.8776,0,128285.1671,128285.1671,0.8299181777757246,896336.6002,209877.2954,1506966.9538,96.15806034978152
339,339,1,50,0.155,0,1,0,0,1,0,177711.8776,0,173130.9713,173130.9713,1.124879997463176,896336.6002,209877.2954,1506966.9538,96.15806034978152
340,340,1,55,0.155,0,1,0,0,1,0,177711.8776,0,215657.0322,215657.0322,1.4198418171506275,896336.6002,209877.2954,1506966.9538,96.15806034978152
341,341,1,60,0.155,0,1,0,0,1,0,177711.8776,0,257690.9236,257690.9236,1.7148036368380803,896336.6002,209877.2954,1506966.9538,96.15806034978152
342,342,1,20,0.25,0,1,0,0,1,0,164965.1991,0,-143378.1255,-143378.1255,0.0,896336.6002,209877.2954,1684241.4455,96.15806034978152
343,343,1,25,0.25,0,1,0,0,1,0,164965.1991,0,-85735.83,-85735.83,0.0,896336.6002,209877.2954,1684241.4455,96.15806034978152
344,344,1,30,0.25,0,1,0,0,1,0,164965.1991,0,-29290.2161,-29290.2161,0.0,896336.6002,209877.2954,1684241.4455,96.15806034978152
345,345,1,35,0.25,0,1,0,0,1,0,164965.1991,0,18965.3634,18965.3634,0.1540026245589561,896336.6002,209877.2954,1684241.4455,96.15806034978152
346,346,1,40,0.25,0,1,0,0,1,0,164965.1991,0,66777.261,66777.261,0.4487358313617938,896336.6002,209877.2954,1684241.4455,96.15806034978152
347,347,1,45,0.25,0,1,0,0,1,0,164965.1991,0,114286.9505,114286.9505,0.7444790027515092,896336.6002,209877.2954,1684241.4455,96.15806034978152
348,348,1,50,0.25,0,1,0,0,1,0,164965.1991,0,160278.7515,160278.7515,1.040232636214912,896336.6002,209877.2954,1684241.4455,96.15806034978152
349,349,1,55,0.25,0,1,0,0,1,0,164965.1991,0,203234.8138,203234.8138,1.3351944559023643,896336.6002,209877.2954,1684241.4455,96.15806034978152
350,350,1,60,0.25,0,1,0,0,1,0,164965.1991,0,245473.2252,245473.2252,1.6301562755898162,896336.6002,209877.2954,1684241.4455,96.15806034978152
351,351,1,20,0.43,0,1,0,0,1,0,140572.2175,0,-100439.691,-100439.691,0.0,896336.6002,209877.2954,2020129.9562,96.15806034978152
352,352,1,25,0.43,0,1,0,0,1,0,140572.2175,0,-114954.952,-114954.952,0.0,896336.6002,209877.2954,2020129.9562,96.15806034978152
353,353,1,30,0.43,0,1,0,0,1,0,140572.2175,0,-57937.8353,-57937.8353,0.0,896336.6002,209877.2954,2020129.9562,96.15806034978152
354,354,1,35,0.43,0,1,0,0,1,0,140572.2175,0,-6748.4137,-6748.4137,0.0,896336.6002,209877.2954,2020129.9562,96.15806034978152
355,355,1,40,0.43,0,1,0,0,1,0,140572.2175,0,40572.5628,40572.5628,0.2908704318107941,896336.6002,209877.2954,2020129.9562,96.15806034978152
356,356,1,45,0.43,0,1,0,0,1,0,140572.2175,0,88271.7587,88271.7587,0.58401083815575,896336.6002,209877.2954,2020129.9562,96.15806034978152
357,357,1,50,0.43,0,1,0,0,1,0,140572.2175,0,135270.2159,135270.2159,0.8792136130124201,896336.6002,209877.2954,2020129.9562,96.15806034978152
358,358,1,55,0.43,0,1,0,0,1,0,140572.2175,0,179957.4389,179957.4389,1.174455109636072,896336.6002,209877.2954,2020129.9562,96.15806034978152
359,359,1,60,0.43,0,1,0,0,1,0,140572.2175,0,222046.5728,222046.5728,1.4697718016457353,896336.6002,209877.2954,2020129.9562,96.15806034978152
360,360,1,20,0.06,0,1,0,1,0,0,206506.5592,0,-229387.4498,-229387.4498,0.0,1257668.5536,209877.2954,1873173.3904,128.97926652578155
361,361,1,25,0.06,0,1,0,1,0,0,206506.5592,0,-148534.2162,-148534.2162,0.0,1257668.5536,209877.2954,1873173.3904,128.97926652578155
362,362,1,30,0.06,0,1,0,1,0,0,206506.5592,0,-66195.3404,-66195.3404,0.0,1257668.5536,209877.2954,1873173.3904,128.97926652578155
363,363,1,35,0.06,0,1,0,1,0,0,206506.5592,0,9374.1479,9374.1479,0.048518772742204966,1257668.5536,209877.2954,1873173.3904,128.97926652578155
